Zipcode,installs[...]
92397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
92394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,14,16,16,17,22,23,23,25,27,31,32,37,41,45,47,47,47,47,47,47,47,47,47,47,47,47,47,47
92395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,7,8,8,8,10,10,10,10,10,10,10,11,12,12,12,12,12,13,13,13,14,15,15,16,16,17,17,19,19,21,23,23,23,23,25,25,26,28,29,29,31,31,31,33,34,34,34,37,37,37,38,39,40,41,41,43,46,50,51,51,51,52,55,57,60,60,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63
92392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,9,10,10,10,11,11,11,11,13,13,13,13,13,13,14,14,15,15,15,15,15,16,17,17,17,17,17,17,17,17,17,18,19,19,20,21,25,26,26,26,27,29,29,31,32,32,32,32,33,33,34,34,35,38,38,39,40,41,44,46,52,57,60,63,66,70,76,83,86,93,96,101,105,105,105,105,105,105,105,105,105,105,105,105,105,105
92399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,5,6,7,8,9,9,9,9,9,10,11,11,11,11,11,12,12,12,12,12,14,14,14,14,14,14,14,15,16,16,18,18,19,19,20,21,21,21,23,25,25,25,27,27,29,33,34,35,36,38,42,42,43,44,46,47,49,52,53,56,58,61,61,64,65,66,67,67,68,70,70,72,74,79,81,83,85,86,91,98,99,103,106,109,116,119,124,127,129,130,137,140,142,147,149,159,164,175,186,202,217,235,250,270,280,294,310,321,329,346,354,356,356,356,356,356,356,356,356,356,356,356,356,356
93255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
92653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,7,7,7,7,7,7,7,8,10,11,11,11,12,13,16,16,16,16,18,19,19,19,21,21,21,21,22,22,22,22,23,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
92651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,6,6,6,6,6,7,7,7,7,8,9,9,9,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,15,15,15,15,16,16,17,17,17,18,18,18,19,21,22,22,22,22,22,22,23,23,23,23,23,23,23,23,25,27,27,27,28,29,29,29,29,32,33,33,35,35,35,36,40,41,42,42,43,47,48,51,54,54,55,57,60,62,65,65,67,68,69,76,77,78,81,85,89,91,95,97,100,103,107,107,108,111,114,116,118,120,122,122,122,122,122,122,122,122,122,122,122,122,122
92309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
90720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,5,5,6,7,7,7,8,8,8,9,9,9,10,10,10,10,10,11,11,13,14,14,14,14,14,15,15,15,16,17,18,19,20,22,23,23,23,24,25,25,25,25,26,26,26,26,26,26,27,27,27,27,27,27,28,28,29,30,30,30,31,32,35,37,37,37,39,40,44,45,46,47,47,49,49,51,53,58,58,58,59,61,64,66,68,72,76,79,84,88,91,93,96,100,104,106,109,113,114,116,119,120,125,130,134,140,143,148,151,157,160,163,164,166,166,166,166,166,166,166,166,166,166,166,166,166
